cidade,algoritmo,tempo_cpu,distancia_total,nos_caminho,sucesso
Recife,BFS,0.008790016174316406,7801.527354205934,64,True
Recife,DIJKSTRA,0.056592464447021484,6645.130898701536,85,True
Recife,ASTAR,0.08190584182739258,6645.130898701536,85,True
Recife,BFS,0.005028486251831055,4202.923661221694,55,True
Recife,DIJKSTRA,0.017799854278564453,3775.90163262103,65,True
Recife,ASTAR,0.024166107177734375,3775.90163262103,65,True
Recife,BFS,0.021948814392089844,18852.076027002302,97,True
Recife,DIJKSTRA,0.42215752601623535,13612.115191133662,181,True
Recife,ASTAR,0.13598942756652832,13612.115191133662,181,True
